accession,PF00154_results,PF00154_domain_results,PF21134_domain_results,gold_standards_results,PF21134_results,Walker_A,Walker_B
A0A8S5TBW5,0,0,0,0,0,0,0
A0A8T8L5R5,0,0,0,0,0,0,0
A0EWH2,0,0,0,0,0,0,0
A1KWY3,0,0,0,0,0,0,1
A1KX52,0,0,0,0,0,0,1
A8ATC7,0,0,0,0,0,0,1
B3VGI4,0,0,0,0,0,0,0
E0Y3N4,0,0,0,0,0,0,1
E9LT82,0,0,0,0,0,0,0
G8I9Q6,0,0,0,0,0,0,1
P79671,0,0,0,0,0,0,0
Q38045,0,0,0,0,0,0,1
Q4ZCY6,0,0,0,0,0,0,0
R4JEL2,0,0,0,0,0,0,0
R9QT87,0,0,0,0,0,0,0
U5J9N0,0,0,0,0,0,0,0
V5UQA4,0,0,0,0,0,0,0
W6ATL1,0,0,0,0,0,0,1
A0A0C5AN64,0,0,0,0,0,0,1
A0A2I7SCM3,0,0,0,0,0,0,1
A0A2I7SD88,0,0,0,0,0,0,1
A0A345ASR9,0,0,0,0,0,0,1
A0A3G1E3I6,0,0,0,0,0,0,1
A0A481V9B7,0,0,0,0,0,0,0
A0A482MI53,0,0,0,0,0,0,0
A0A653FWN9,0,0,0,0,0,0,1
A0A6C0R1J8,0,0,0,0,0,0,0
J9QD18,0,0,0,0,0,0,0
Q9T1P3,0,0,0,0,0,0,0
A0A1B0Y2Q7,0,0,0,0,0,0,1
A0A2Z5XD03,0,0,0,0,0,0,0
A0A4V0ZN92,0,0,0,0,0,0,0
A6XML7,0,0,0,0,0,0,0
Q0H247,0,0,0,0,0,0,0
Q4ZBW3,0,0,0,0,0,0,0
Q8HAI6,0,0,0,0,0,0,0
Q9T1R0,0,0,0,0,0,0,0
X5JB41,0,0,0,0,0,0,0
A0A090EUH1,0,0,0,0,0,0,0
A0A0A8WFL2,0,0,0,0,0,0,1
A0A0A8WIF9,0,0,0,0,0,0,1
A0A2H4JCB7,0,0,0,0,0,0,0
A0A2H4JFF0,0,0,0,0,0,0,0
A0A345AT77,0,0,0,0,0,0,1
A0A345ATK6,0,0,0,0,0,0,1
A0A3G1E3B1,0,0,0,0,0,0,1
A0A410T4M5,0,0,0,0,0,0,0
M9NTA3,0,0,0,0,0,0,0
U5U6W4,0,0,0,0,0,0,0
W5R968,0,0,0,0,0,0,0
A0A0A8WF08,0,0,0,0,0,0,0
A0A0B5A7B7,0,0,0,0,0,0,1
A0A1W6JPZ8,0,0,0,0,0,0,0
A0A2H4JBC4,0,0,0,0,0,0,0
A0A345ASI2,0,0,0,0,0,0,1
A0A9E7TK85,0,0,0,0,0,0,0
A3QSD5,0,0,0,0,0,0,1
E9LUK6,0,0,0,0,0,0,1
Q787C6,0,0,0,0,0,0,0
U5U4L5,0,0,0,0,0,0,0
A0A0C5AES8,0,0,0,0,0,0,1
A0A0P0I3D2,0,0,0,0,0,0,1
A0A142K956,0,0,0,0,0,0,0
A0A653FR35,0,0,0,0,0,0,1
A0A6I8WFC2,0,0,0,0,0,0,1
A0A6J7WIA5,0,0,0,0,0,0,0
A0AAE8YZ68,0,0,0,0,0,0,0
D6PSS4,0,0,0,0,0,0,0
I6SMN0,0,0,0,0,0,0,0
Q4ZD55,0,0,0,0,0,0,0
A0AB39C9S6,0,0,0,0,0,0,0
B2ZYT9,0,0,0,0,0,0,1
O34032,0,0,0,0,0,0,0
O64049,0,0,0,0,0,0,0
Q77FU6,0,0,0,0,0,0,1
Q8SDN3,0,0,0,0,0,0,0
A0A8S5M431,0,0,0,0,0,0,0
A0A8S5SHZ7,0,0,0,0,0,0,0
A0A8S5PPN9,0,0,0,0,0,0,1
A0A8S5R693,0,0,0,0,0,0,0
A0A8S5UAD4,0,0,0,0,0,0,0
A0A8S5NZ53,0,0,0,0,0,0,1
A0A8S5S6J4,0,0,0,0,0,0,1
A0A8S5V003,0,0,0,0,0,0,1
A0A8S5RFZ6,0,0,0,0,0,0,0
O64099,0,0,0,0,0,0,1
A0A514A5Q7,0,0,0,0,0,0,0
A0A653FRY6,0,0,0,0,0,0,1
A0A653FT45,0,0,0,0,0,0,1
A0A6J5MCD2,0,0,0,0,0,0,1
A0A6J7WQU0,0,0,0,0,0,0,1
A0A6M2YSW0,0,0,0,0,0,0,0
A0A7T7K769,0,0,0,0,0,0,0
A0A8S5PWK5,0,0,0,0,0,0,0
A0A8S5UVY0,0,0,0,0,0,0,0
A0AAD1QTP4,0,0,0,0,0,0,0
A0AAX3Y698,0,0,0,0,0,0,0
L7TK95,0,0,0,0,0,0,0
Q1A0P7,0,0,0,0,0,0,1
A0A0M4S6G4,0,0,0,0,0,0,0
A0A1S6L016,0,0,0,0,0,0,0
A0A5C0CGG5,0,0,0,0,0,0,0
A0A6J5KJ91,0,0,0,0,0,0,1
A0A6J5MU16,0,0,0,0,0,0,0
A0A6J5N5X4,0,0,0,0,0,0,0
A0A7D7IL93,0,0,0,0,0,0,0
A0A9E7LDX4,0,0,0,0,0,0,0
F1BUN9,0,0,0,0,0,0,0
Q9T1J7,0,0,0,0,0,0,0
W0LMH5,0,0,0,0,0,0,0
A0A160DJR8,0,0,0,0,0,0,1
A0A249XTI5,0,0,0,0,0,0,0
A0A2K9VF00,0,0,0,0,0,0,0
A0A482J1Y1,0,0,0,0,0,0,0
A0A4D6TAK2,0,0,0,0,0,0,0
A0A5C0CH84,0,0,0,0,0,0,0
A0A6J7XL24,0,0,0,0,0,0,0
A0A8S5QE06,0,0,0,0,0,0,1
A0A8S5QKA5,0,0,0,0,0,0,0
A0A8S5TY11,0,0,0,0,0,0,0
A0A9E6Z1R6,0,0,0,0,0,0,1
A0A9X9JSJ7,0,0,0,0,0,0,0
A9ZT04,0,0,0,0,0,0,1
E5G6L0,0,0,0,0,0,0,0
A0A6J5LDT6,0,0,0,0,0,0,0
A0A6J5LIJ5,0,0,0,0,0,1,0
A0A6J5P1R9,0,0,0,0,0,0,1
A0A6J5SX22,0,0,0,0,0,0,0
A0A6M3A3E5,0,0,0,0,0,0,0
A0A8S5NF47,0,0,0,0,0,0,0
A0A8S5P2S1,0,0,0,0,0,0,0
A0A8S5R0W1,0,0,0,0,0,0,0
A5X9F3,0,0,0,0,0,0,0
Q9T205,0,0,0,0,0,0,1
A0A1D8EVR9,0,0,0,0,0,0,1
A0A481VSU8,0,0,0,0,0,0,1
A0A482J6R9,0,0,0,0,0,0,0
A0A653FTJ5,0,0,0,0,0,0,1
A0A653FU63,0,0,0,0,0,0,0
A0A653FVX0,0,0,0,0,0,0,0
A0A6J5L1I3,0,0,0,0,0,0,1
A0A6J5NN70,0,0,0,0,0,0,0
A0A6J5PCQ3,0,0,0,0,0,0,0
A0A6J5PKA7,0,0,0,0,0,0,0
A0A6J5QBB3,0,0,0,0,0,0,0
A0AAE7VMN2,0,0,0,0,0,1,0
Q6K1G2,0,0,0,0,0,0,0
Q83VS6,0,0,0,0,0,0,1
A0A0U4IBS1,0,0,0,0,0,0,0
A0A1L4BLV1,0,0,0,0,0,0,0
A0A218M4I3,0,0,0,0,0,0,0
A0A482J402,0,0,0,0,0,0,0
A0A8S5LGB2,0,0,0,0,0,0,1
A0A8S5UVV9,0,0,0,0,0,0,0
A0AAE7V7B2,0,0,0,0,0,0,0
A0AAE9FQ11,0,0,0,0,0,0,0
G1JY06,0,0,0,0,0,0,1
A0A2Z2F984,0,0,0,0,0,0,1
A0A386KK90,0,0,0,0,0,0,0
A0A482J5M1,0,0,0,0,0,0,0
A0A482MFK9,0,0,0,0,0,0,0
A0A5P1M3K0,0,0,0,0,0,0,0
A0A653FVA6,0,0,0,0,0,0,1
A0A7D3UIT7,0,0,0,0,0,0,0
A0AAD1V6H5,0,0,0,0,0,0,0
A0AAE9FPY4,0,0,0,0,0,0,0
A0AAF0JI96,0,0,0,0,0,0,0
A0AAX4Q180,0,0,0,0,0,0,0
S4TP66,0,0,0,0,0,0,0
A0A218MLA5,0,0,0,0,0,0,0
A0A386KFK5,0,0,0,0,0,0,1
A0A482IKL5,0,0,0,0,0,0,0
A0A7D3V1R8,0,0,0,0,0,0,0
A0A7S7YDP7,0,0,0,0,0,0,1
A0A8S5PHX2,0,0,0,0,0,0,0
A0A8S5RMY8,0,0,0,0,0,0,0
A0AA50A6V0,0,0,0,0,0,0,0
A0AAE9JXJ8,0,0,0,0,0,0,0
Q7Y4C5,0,0,0,0,0,0,0
U5N0A8,0,0,0,0,0,0,0
A0A386KGJ2,0,0,0,0,0,0,1
A0A482IMB3,0,0,0,0,0,0,0
A0A5P1M1V1,0,0,0,0,0,0,0
A0A5P1M3D1,0,0,0,0,0,0,0
A0A8S5LAS5,0,0,0,0,0,0,0
A0AAX3ZVR9,0,0,0,0,0,0,1
A0AAX3ZWA9,0,0,0,0,0,0,1
A0AAX4G2I6,0,0,0,0,0,0,1
A0AAX4M838,0,0,0,0,0,0,0
C5IYB2,0,0,0,0,0,0,1
F1BUS9,0,0,0,0,0,0,0
Q858U3,0,0,0,0,0,0,0
W8EHC2,0,0,0,0,0,0,0
A0A2I7RNH5,0,0,0,0,0,0,0
A0A5P1M2Y1,0,0,0,0,0,0,0
A0A653FVF0,0,0,0,0,0,0,0
A0A653FVF1,0,0,0,0,0,0,1
M1SNL2,0,0,0,0,0,0,0
A0A830ZVR4,0,0,0,0,0,0,0
A0A8S5RNA6,0,0,0,0,0,0,0
R9ZY34,0,0,0,0,0,0,1
A0A1S5RHF7,0,0,0,0,0,0,1
A0A8S5PDS8,0,0,0,0,0,0,0
A0AAE8YWF9,0,0,0,0,0,0,1
A0A8S5MIR5,0,0,0,0,0,0,0
A0AA49X4U4,0,0,0,0,0,0,0
A0AAT9JCN6,0,0,0,0,0,0,1
A0A8S5ND73,0,0,0,0,0,0,0
A0A8S5PA44,0,0,0,0,0,0,0
A0A8S5QPA7,0,0,0,0,0,0,0
A0AA49X2L3,0,0,0,0,0,0,0
A0AAU7PGH4,0,0,0,0,0,0,1
A0A8S5R9N0,0,0,0,0,0,0,0
A0A8S5RKP7,0,0,0,0,0,0,0
A0AA49X328,0,0,0,0,0,0,0
Q38159,0,0,0,0,0,0,0
A0A7G5B9H2,0,0,0,0,0,0,1
A0A8S5RGA3,0,0,0,0,0,0,0
A0A8S5M0I9,0,0,0,0,0,0,0
A0A8S5NF42,0,0,0,0,0,0,1
A0AA49X4L7,0,0,0,0,0,0,0
A0AAU8GQ75,0,0,0,0,0,0,1
A0A1S5SFL4,0,0,0,0,0,0,0
A0A2Z5HEK6,0,0,0,0,0,0,0
A0A411BY20,0,0,0,0,0,0,0
A0A5P8DDG9,0,0,0,0,0,0,0
A0A830RA25,0,0,0,0,0,0,0
A0A873WBV6,0,0,0,0,0,0,0
A0A8S5N200,0,0,0,0,0,0,1
A0A8S5NQA5,0,0,0,0,0,0,0
A0A8S5PVU6,0,0,0,0,0,0,0
A0A8S5SQ65,0,0,0,0,0,0,0
Q9MBY7,0,0,0,0,0,0,0
A0A1S5S8J0,0,0,0,0,0,0,0
A0A1S5SEJ5,0,0,0,0,0,0,0
A0A5J6TFF6,0,0,0,0,0,0,1
A0A6G8R0Y8,0,0,0,0,0,0,1
A0A7T0Q537,0,0,0,0,0,0,0
A0A8S5LCB6,0,0,0,0,0,1,0
A0A8S5LM88,0,0,0,0,0,0,1
A0A8S5M0R0,0,0,0,0,0,0,0
A0A8S5N3K6,0,0,0,0,0,0,0
A0A8S5P9T4,0,0,0,0,0,0,0
A0A8S5Q6L3,0,0,0,0,0,0,0
A0A8S5QYP5,0,0,0,0,0,0,0
A0A8S5R1V8,0,0,0,0,0,0,0
A0A8S5R214,0,0,0,0,0,0,1
A0A8S5TZJ7,0,0,0,0,0,0,0
A0A8S5UKK1,0,0,0,0,0,0,0
A0AB39C5L0,0,0,0,0,0,0,1
A0A410TCT4,0,0,0,0,0,0,0
A0A411BVZ3,0,0,0,0,0,0,1
A0A515MIG1,0,0,0,0,0,0,1
A0A8S5NXV2,0,0,0,0,0,0,0
A0A8S5P7E8,0,0,0,0,0,1,0
A0A8S5TNR4,0,0,0,0,0,0,0
A0A8S5TVG5,0,0,0,0,0,0,0
A0A8S5U1A9,0,0,0,0,0,0,0
A0A8S5V2Q4,0,0,0,0,0,0,0
I6P595,0,0,0,0,0,0,0
A0A411AWU2,0,0,0,0,0,0,0
A0A6B9SRZ9,0,0,0,0,0,0,0
A0A8S5LQY8,0,0,0,0,0,0,0
A0A8S5N0J2,0,0,0,0,0,0,0
A0A8S5N7J4,0,0,0,0,0,0,0
A0A8S5NIE1,0,0,0,0,0,0,1
A0A8S5PTB0,0,0,0,0,0,0,1
A0A8S5QM04,0,0,0,0,0,0,0
A0A8S5UAQ3,0,0,0,0,0,0,0
A0A8S5UR67,0,0,0,0,0,0,1
A0A8S5UZ62,0,0,0,0,0,0,0
A0A8S5V6A2,0,0,0,0,0,0,1
A0A8S5VFP4,0,0,0,0,0,0,0
Q94M77,0,0,0,0,0,0,0
A0A142KC41,0,0,0,0,0,0,0
A0A1S5SE20,0,0,0,0,0,0,0
A0A345ANU4,0,0,0,0,0,0,0
A0A3S9ULM8,0,0,0,0,0,0,0
A0A5J6TU94,0,0,0,0,0,0,1
A0A8S5LEL7,0,0,0,0,0,0,0
A0A8S5LUT1,0,0,0,0,0,0,0
A0A8S5MB22,0,0,0,0,0,0,0
A0A8S5MR67,0,0,0,0,0,0,0
A0A8S5P4E0,0,0,0,0,0,0,1
A0A8S5QAW7,0,0,0,0,0,0,0
A0A8S5UNJ1,0,0,0,0,0,0,0
A0A8S5VBL1,0,0,0,0,0,0,0
Q6JIJ8,0,0,0,0,0,0,0
Q8W6R7,0,0,0,0,0,0,0
A0A141DZS4,0,0,0,0,0,0,0
A0A1S5S7V9,0,0,0,0,0,0,0
A0A1S5S817,0,0,0,0,0,0,0
A0A1S5SEM0,0,0,0,0,0,0,0
A0A220NQQ9,0,0,0,0,0,0,0
A0A3G2KEZ2,0,0,0,0,0,0,1
A0A3G2KIH2,0,0,0,0,0,0,0
A0A514A2X9,0,0,0,0,0,0,0
A0A5J6TVF3,0,0,0,0,0,0,0
A0A6J5KI15,0,0,0,0,0,0,0
A0A6J5LMA1,0,0,0,0,0,0,0
A0A6J5N6A8,0,0,0,0,0,0,0
A0A6J7VNT7,0,0,0,0,0,0,0
A0A8S5PXI9,0,0,0,0,0,0,0
A0A8S5SHT3,0,0,0,0,0,0,0
A0AAE9BZH9,0,0,0,0,0,0,0
A0AAE9C1I6,0,0,0,0,0,0,1
A0AAT9JEJ4,0,0,0,0,0,0,1
A0A141E0C7,0,0,0,0,0,0,0
A0A141E0R3,0,0,0,0,0,0,0
A0A1S5SF00,0,0,0,0,0,0,0
A0A3G2KHK0,0,0,0,0,0,0,0
A0A6J5PGA8,0,0,0,0,0,0,0
A0A7G8LG95,0,0,0,0,0,0,0
A0A8S5M0V8,0,0,0,0,0,0,0
A0A8S5MV34,0,0,0,0,0,0,1
A0A8S5NXD1,0,0,0,0,0,0,0
A0A8S5TU88,0,0,0,0,0,0,0
A0A8S5U9Y0,0,0,0,0,0,0,0
A0AAT9J8D4,0,0,0,0,0,0,1
A0AAT9J8N9,0,0,0,0,0,0,1
A0AAU8KWS9,0,0,0,0,0,0,0
E8ZDD3,0,0,0,0,0,0,0
A0A0P0IXL3,0,0,0,0,0,0,1
A0A126GGR0,0,0,0,0,0,0,0
A0A141DZH6,0,0,0,0,0,0,0
A0A1S5SB66,0,0,0,0,0,0,0
A0A1S5SIK7,0,0,0,0,0,0,0
A0A2K9V349,0,0,0,0,0,0,0
A0A2U8UN94,0,0,0,0,0,0,0
A0A5J6TX44,0,0,0,0,0,0,0
A0A8F2DA32,0,0,0,0,0,0,0
A0A8S5Q0P8,0,0,0,0,0,0,0
A0A8S5QGT4,0,0,0,0,0,1,0
A0A8S5UT93,0,0,0,0,0,0,0
A0A9E7QBX1,0,0,0,0,0,0,1
A0AAE7MUA8,0,0,0,0,0,0,0
A0AAE7SCE3,0,0,0,0,0,0,1
A0AAT9JD79,0,0,0,0,0,0,1
A0AAT9JDK8,0,0,0,0,0,0,1
A0AAT9JET2,0,0,0,0,0,0,1
A0AAX3Y6H7,0,0,0,0,0,0,0
A0AAX4RBA2,0,0,0,0,0,0,1
X2KSV6,0,0,0,0,0,0,0
A0A0U4B2E0,0,0,0,0,0,0,0
A0A141E076,0,0,0,0,0,0,0
A0A1S5S7P7,0,0,0,0,0,0,0
A0A1S5SBA4,0,0,0,0,0,0,0
A0A1S5SBA5,0,0,0,0,0,0,0
A0A1S5SDE8,0,0,0,0,0,0,0
A0A2U8UHG5,0,0,0,0,0,0,0
A0A3G2KF97,0,0,0,0,0,0,1
A0A3G2KHX5,0,0,0,0,0,0,0
A0A6J5M6Z3,0,0,0,0,0,0,0
A0A6J5NJ65,0,0,0,0,0,0,0
A0A8S5MEY0,0,0,0,0,0,0,0
A0A8S5SC28,0,0,0,0,0,1,0
A0A8S5V301,0,0,0,0,0,0,0
A0A8S5V7W3,0,0,0,0,0,0,0
A0A977KLM0,0,0,0,0,0,0,1
A0AAU8B3F7,0,0,0,0,0,0,0
Q94MK9,0,0,0,0,0,0,0
A0A141DZM5,0,0,0,0,0,0,0
A0A142KCL4,0,0,0,0,0,0,0
A0A1D8EX55,0,0,0,0,0,0,0
A0A1S5SBU0,0,0,0,0,0,0,0
A0A2Z4Q939,0,0,0,0,0,0,0
A0A345L5F0,0,0,0,0,0,0,0
A0A3G2KFH9,0,0,0,0,0,0,0
A0A6J5N7L0,0,0,0,0,0,0,0
A0A8S5N4D9,0,0,0,0,0,0,1
A0A8S5Q5W1,0,0,0,0,0,0,0
A0A8S5Q6H9,0,0,0,0,0,0,0
A0A8S5QWK4,0,0,0,0,0,1,0
A0A8S5RY87,0,0,0,0,0,0,0
A0A8S5TIS2,0,0,0,0,0,0,0
A0A8S5VID1,0,0,0,0,0,0,0
A0A8S5VIR9,0,0,0,0,0,0,0
A0AAE7MUA9,0,0,0,0,0,0,0
A0AAE7MUI3,0,0,0,0,0,0,0
A0AAT9J9F8,0,0,0,0,0,0,1
I7HHN9,0,0,0,0,0,0,0
A0A2H4J1K3,0,0,0,0,0,0,0
A0A482MG80,0,0,0,0,0,0,0
A0A494WIM9,0,0,0,0,0,0,0
A0A494WIR5,0,0,0,0,0,0,0
A0A5Q2WR76,0,0,0,0,0,0,0
A0A7D7JBJ3,0,0,0,0,0,0,0
A0A8S5N603,0,0,0,0,0,0,0
A0A8S5NFG4,0,0,0,0,0,0,0
A0A8S5NNU7,0,0,0,0,0,1,1
A0A8S5PEN1,0,0,0,0,0,0,0
A0A8S5PX17,0,0,0,0,0,0,0
A0A8S5S728,0,0,0,0,0,0,1
A0A8S5SXI9,0,0,0,0,0,0,0
A0A8S5T893,0,0,0,0,0,0,1
A0A8S5V984,0,0,0,0,0,0,0
B6ET93,0,0,0,0,0,0,0
G1BSG1,0,0,0,0,0,0,0
Q7M297,0,0,0,0,0,0,1
A0A0E3Y5J2,0,0,0,0,0,0,0
A0A0M4QX09,0,0,0,0,0,0,0
A0A142K9J8,0,0,0,0,0,0,0
A0A1J0MDL3,0,0,0,0,0,0,0
A0A222ZTR3,0,0,0,0,0,0,0
A0A3G3LKJ4,0,0,0,0,0,0,0
A0A494WCS6,0,0,0,0,0,0,0
A0A6J5KUQ4,0,0,0,0,0,0,1
A0A8S5NJG8,0,0,0,0,0,0,0
A0A8S5NTG9,0,0,0,0,0,0,1
A0A8S5PSM5,0,0,0,0,0,0,0
A0A8S5QWP7,0,0,0,0,0,0,1
A0A8S5SAW8,0,0,0,0,0,0,0
A0A8S5T753,0,0,0,0,0,0,0
A0A8S5UYE6,0,0,0,0,0,0,0
B4XYR4,0,0,0,0,0,0,0
G1D044,0,0,0,0,0,0,1
G8IR34,0,0,0,0,0,0,0
I6X3B7,0,0,0,0,0,0,1
Q855R3,0,0,0,0,0,0,0
A0A286MRB3,0,0,0,0,0,0,0
A0A8S5LUL0,0,0,0,0,0,0,0
A0A8S5Q932,0,0,0,0,0,0,1
A0A8S5QWC8,0,0,0,0,0,0,1
A0A8S5QWN1,0,0,0,0,0,0,0
A0A8S5URN4,0,0,0,0,0,0,0
E3W8I1,0,0,0,0,0,0,0
G1DAL8,0,0,0,0,0,0,1
A0A1D8EQ46,0,0,0,0,0,0,0
A0A248SL35,0,0,0,0,0,0,0
A0A2P1CGA2,0,0,0,0,0,0,1
A0A481VR73,0,0,0,0,0,0,0
A0A7G8LII2,0,0,0,0,0,0,1
A0A830ZPM9,0,0,0,0,0,0,0
A0A8S5MNG0,0,0,0,0,0,0,0
A0A8S5PRC4,0,0,0,0,0,0,0
A0A8S5Q002,0,0,0,0,0,0,0
A0A8S5QAR3,0,0,0,0,0,0,0
A0A8S5SU60,0,0,0,0,0,0,0
A0A8S5VF33,0,0,0,0,0,0,0
A0AAU8AYR0,0,0,0,0,0,0,1
A0A059VKS6,0,0,0,0,0,0,0
A0A3S9UAU7,0,0,0,0,0,0,1
A0A6G6XTP3,0,0,0,0,0,0,0
A0A6J5L231,0,0,0,0,0,0,1
A0A6M3TE20,0,0,0,0,0,0,0
A0A8S5P6I9,0,0,0,0,0,0,0
A0A8S5PKM9,0,0,0,0,0,0,0
A0A8S5PNA9,0,0,0,0,0,0,0
A0A8S5QTF1,0,0,0,0,0,0,1
A0A8S5S5G3,0,0,0,0,0,0,1
A0A8S5TIH7,0,0,0,0,0,0,0
A0A8S5TNA2,0,0,0,0,0,0,0
A0A8S5TNL7,0,0,0,0,0,0,0
A0A8S5U2C7,0,0,0,0,0,0,0
A0A8S5UKJ6,0,0,0,0,0,0,1
A7X7X0,0,0,0,0,0,0,0
G1FGD4,0,0,0,0,0,0,1
A0A0K2FIJ3,0,0,0,0,0,0,0
A0A0S2MV79,0,0,0,0,0,0,0
A0A162E140,0,0,0,0,0,0,0
A0A1U9AJC1,0,0,0,0,0,0,0
A0A2S0M3B7,0,0,0,0,0,0,0
A0A4Y6EAM3,0,0,0,0,0,0,0
A0A5Q2F4J2,0,0,0,0,0,0,0
A0A653FQE2,0,0,0,0,0,0,0
A0A653FR85,0,0,0,0,0,0,1
A0A653FVD8,0,0,0,0,0,0,0
A0A6J7WDJ6,0,0,0,0,0,1,0
A0A7T3U731,0,0,0,0,0,0,0
G1D3W7,0,0,0,0,0,0,1
H2DE63,0,0,0,0,0,0,0
I7I4C5,0,0,0,0,0,0,0
Q5YAA6,0,0,0,0,0,0,0
Q774Z5,0,0,0,0,0,0,1
A0A0S2GLI2,0,0,0,0,0,0,0
A0A0U1UNT3,0,0,0,0,0,0,0
A0A2H4J5F8,0,0,0,0,0,0,0
A0A2H4JGM5,0,0,0,0,0,0,0
A0A2I6UF35,0,0,0,0,0,0,0
A0A2R2Z2Y0,0,0,0,0,0,0,0
A0A345BLY9,0,0,0,0,0,0,0
A0A4Y6EN82,0,0,0,0,0,0,0
A0A7G3S008,0,0,0,0,0,0,0
A0A8S5Q0Z1,0,0,0,0,0,0,0
A0A8S5SR08,0,0,0,0,0,0,0
A0AAE9G8N0,0,0,0,0,0,0,0
H2D0G6,0,0,0,0,0,0,1
K7P703,0,0,0,0,0,0,0
K7PHL6,0,0,0,0,0,0,0
M1F165,0,0,0,0,0,0,1
Q286Y6,0,0,0,0,0,0,0
Q9G075,0,0,0,0,0,0,0
A0A068F1P9,0,0,0,0,0,0,1
A0A0N7C056,0,0,0,0,0,0,0
A0A0P0ZCE7,0,0,0,0,0,0,0
A0A0P0ZDE8,0,0,0,0,0,0,0
A0A1S5S7K9,0,0,0,0,0,0,0
A0A2H4IYC8,0,0,0,0,0,0,0
A0A2H4J339,0,0,0,0,0,0,0
A0A2H4JB45,0,0,0,0,0,0,0
A0A6J5KI91,0,0,0,0,0,0,0
A0A6J5LYB4,0,0,0,0,0,0,0
A0A6J7WRR4,0,0,0,0,0,0,1
A0A8S5SH46,0,0,0,0,0,0,0
A0A8S5TDW9,0,0,0,0,0,0,1
E7DYQ6,0,0,0,0,0,0,0
G8I5D9,0,0,0,0,0,0,1
H0UST3,0,0,0,0,0,0,1
K7P6P6,0,0,0,0,0,0,0
K7P7J2,0,0,0,0,0,0,0
Q08J69,0,0,0,0,0,0,0
Q77WA5,0,0,0,0,0,0,0
T1SAN6,0,0,0,0,0,0,1
V5YSU2,0,0,0,0,0,0,1
A0A077KET4,0,0,0,0,0,0,0
A0A0D4DBR3,0,0,0,0,0,0,0
A0A0N7C1N3,0,0,0,0,0,0,0
A0A0P0ZAS3,0,0,0,0,0,0,0
A0A0P0ZC08,0,0,0,0,0,0,0
A0A160DEQ4,0,0,0,0,0,0,0
A0A1U9AJ52,0,0,0,0,0,0,0
A0A4Y1NS13,0,0,0,0,0,0,0
A0A5B9MWA0,0,0,0,0,0,0,0
A0A6G9LJF2,0,0,0,0,0,0,0
A0A6J5KL41,0,0,0,0,0,0,0
A0A6J5M2V4,0,0,0,0,0,0,1
A0A8S5NF13,0,0,0,0,0,0,0
A0A8S5NWQ8,0,0,0,0,0,0,0
A0A9E8M5W4,0,0,0,0,0,0,0
A0AA51VJJ8,0,0,0,0,0,0,1
E7DYQ7,0,0,0,0,0,0,0
I3WTZ9,0,0,0,0,0,0,0
T1S9J3,0,0,0,0,0,0,1
A0A0F6TJM5,0,0,0,0,0,0,0
A0A0N7BSQ3,0,0,0,0,0,0,0
A0A0N7KZC6,0,0,0,0,0,0,0
A0A0P0ZDN8,0,0,0,0,0,0,0
A0A1I9LJC3,0,0,0,0,0,0,0
A0A2H4JAT5,0,0,0,0,0,0,0
A0A6J5NM59,0,0,0,0,0,1,1
A0A6J5NVH2,0,0,0,0,0,0,0
A0A6J7W5L8,0,0,0,0,0,0,0
A0A889IR57,0,0,0,0,0,0,1
A0A8S5LBP9,0,0,0,0,0,0,0
A0A8S5P6U8,0,0,0,0,0,0,0
B6DZS1,0,0,0,0,0,0,0
G3CFG6,0,0,0,0,0,0,0
I7IDJ1,0,0,0,0,0,0,0
K7P7E1,0,0,0,0,0,0,0
K7PLT1,0,0,0,0,0,0,0
Q5QF66,0,0,0,0,0,0,0
A0A8S5LZY0,0,0,0,0,0,1,0
A0AAX3ZXF1,0,0,0,0,0,0,1
I7HHN1,0,0,0,0,0,0,0
K7PHK0,0,0,0,0,0,0,0
Q854H9,0,0,0,0,0,0,1
K7PMH8,0,0,0,0,0,0,0
Q9AZ40,0,0,0,0,0,0,0
A0A346FJ43,0,0,0,0,0,0,0
K7P8A1,0,0,0,0,0,0,0
Q858E8,0,0,0,0,0,0,1
Q9MCR4,0,0,0,0,0,0,0
A0A8S5P096,0,0,0,0,0,0,0
A0A8S5NSB2,0,0,0,0,0,0,0
A0A142DVT1,0,0,0,0,0,0,0
A0A2X0RU06,0,0,0,0,0,0,0
A0A8S5MHS4,0,0,0,0,0,0,0
A0A8S5QDW4,0,0,0,0,0,0,1
A0A223VZV8,1,1,1,1,0,1,1
J9PWJ0,1,0,0,1,0,1,1
A0A1D7SBF8,1,1,0,1,0,1,1
Q30L73,1,1,0,1,0,1,1
A0A6G8R6M2,1,1,0,1,0,1,1
L7TIH5,1,1,1,1,1,1,1
D9J0U7,1,0,0,1,0,1,1
A0A2Z5H9V8,1,1,1,1,1,1,1
A0A3Q9R5D2,1,1,0,1,0,1,1
A0A873WGH9,1,1,0,1,0,1,1
G9B1K4,1,0,0,1,0,1,1
I6PC46,1,1,0,1,0,1,1
K7QNK2,1,1,0,1,0,1,1
W0TWH5,1,1,0,1,0,1,1
W5RAR4,1,0,0,1,0,1,1
A0A1D7SY18,1,1,0,1,0,1,1
A0A1S6KVX6,1,1,0,1,0,1,1
A0A1X9SJ76,1,1,0,1,0,1,1
A0A1D7SYV3,1,1,0,1,0,1,1
A0A8E4CDM1,1,1,0,1,0,1,1
A0A076YPH8,1,1,0,1,0,1,1
