model,accession,phage,metadata,host,taxonomic_level,host_reasoning,host_confidence,host_source,host_found,thermal_range,temperature,thermal_reasoning,thermal_confidence,thermal_found,paper_dir,host_paper_dir,duration,decision,nodes,timings,JSONDecodeError,thermal_source,inference_type,host_paper,thermal_paper,error_message
gemma4:e4b,AFK66315,Synechococcus phage S-CBM2,"{""uid"": ""388549115"", ""accession"": ""AFK66315"", ""title"": ""UvsX [Synechococcus phage S-CBM2]"", ""organism"": ""Synechococcus phage S-CBM2"", ""taxonId"": 351708, ""sequence_length"": 337, ""create_date"": ""2012/05/30"", ""update_date"": ""2012/05/30"", ""dbsource"": ""insd"", ""extra"": ""gi|388549115|gb|AFK66315.1|"", ""strain"": ""S-CBM2"", ""lab_host"": ""Synechococcus sp. CB0101"", ""isolation_source"": ""Baltimore Inner Harbor"", ""lat_lon"": ""39.17 N 76.36 W"", ""collection_date"": ""04-Jun-2001""}",Synechococcus sp. CB0101,phage,"The isolation source is 'Baltimore Inner Harbor' and the collection date is '04-Jun-2001'. This suggests a marine/coastal environment, which typically supports mesophiles.",,metadata,True,mesophile,,"The paper describes the thermal performance curves (TPC) for the isolated strains. The optimal growth temperatures (Topt) for the cool-temperature isolates were 27.6 °C, and for the warm-temperature isolates, the average Topt was 29.8 °C. The minimum growth temperature (Tmin) was reported as low as 9.0 °C, and the maximum growth temperatures (Tmax) reached 35.6 °C. Since the optimal growth temperatures (27.6 °C and 29.8 °C) fall within the mesophile range (15–45°C), and the overall observed range is centered in this range, the organism is characterized as mesophilic based on the explicit Topt values.",,True,TMP_results/accessions/AFK66315/library/accession_lit,TMP_results/accessions/AFK66315/library/host_lit,348.83,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""ClassifyThermalRangeHostLiterature""]","{""ClassifyThermalMetadata"": 2.46, ""CreateAccessionLibrary"": 40.98, ""ClassifyThermalLiterature"": 237.35, ""ClassifyHostMetadata"": 2.96, ""ClassifyThermalRangeHostLiterature"": 30.66}",False,host_literature,explicit,,PMC10665897.1.txt,
gemma4:e4b,ADM79986,Aeromonas phage phiAS5,"{""uid"": ""306021452"", ""accession"": ""ADM79986"", ""title"": ""UvsX [Aeromonas phage phiAS5]"", ""organism"": ""Aeromonas phage phiAS5"", ""taxonId"": 879630, ""sequence_length"": 410, ""create_date"": ""2010/09/08"", ""update_date"": ""2012/04/25"", ""dbsource"": ""insd"", ""extra"": ""gi|306021452|gb|ADM79986.1|"", ""host"": ""Aeromonas salmonicida"", ""old_name"": ""Aeromonas bacteriophage phiAS5"", ""country"": ""South Korea"", ""isolation_source"": ""river""}",,,,,,False,mesophile,,"The isolation source is 'river', which suggests a freshwater environment, typically associated with mesophilic organisms.",,True,TMP_results/accessions/ADM79986/library/accession_lit,,2.31,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.31}",False,metadata,inferred,,,
gemma4:e4b,AEN94146,Salmonella phage SFP10,"{""uid"": ""345451082"", ""accession"": ""AEN94146"", ""title"": ""UvsX RecA-like recombination protein [Salmonella phage SFP10]"", ""organism"": ""Salmonella phage SFP10"", ""taxonId"": 1080800, ""sequence_length"": 361, ""create_date"": ""2011/09/30"", ""update_date"": ""2011/12/27"", ""dbsource"": ""insd"", ""extra"": ""gi|345451082|gb|AEN94146.1|"", ""host"": ""Salmonella sp. and Escherichia coli O157""}",Salmonella sp. and Escherichia coli O157,species/strain,"The host organisms, Salmonella sp. and Escherichia coli O157, are generally associated with mesophilic environments (e.g., mammalian gut, soil).",,metadata,True,mesophile,,"The paper explicitly states the incubation temperature for several assays involving the phage and host bacteria. For instance, during the enrichment process, the culture was 'incubated at 37 °C and 180 rpm for 12 h.' For the one-step growth curve, mixtures were 'incubated for 5 h at 37 °C with shaking.' Furthermore, the thermal stability test assessed the phage at '4 °C, 28 °C, 37 °C, 50 °C, 60 °C, and 70 °C.' The optimal activity and growth conditions are centered around 37 °C, which falls within the mesophile range (15–45°C).",,True,TMP_results/accessions/AEN94146/library/accession_lit,TMP_results/accessions/AEN94146/library/host_lit,206.94,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""ClassifyThermalRangeHostLiterature""]","{""ClassifyThermalMetadata"": 2.21, ""CreateAccessionLibrary"": 8.4, ""ClassifyThermalLiterature"": 0.02, ""ClassifyHostMetadata"": 2.25, ""ClassifyThermalRangeHostLiterature"": 157.88}",False,host_literature,explicit,,PMC13153029.1.txt,
gemma4:e4b,CBW37924,Salmonella phage Vi01,"{""uid"": ""301795206"", ""accession"": ""CBW37924"", ""title"": ""UvsX RecA-like recombination protein [Salmonella phage Vi01]"", ""organism"": ""Salmonella phage Vi01"", ""taxonId"": 2991283, ""sequence_length"": 363, ""create_date"": ""2010/07/29"", ""update_date"": ""2026/02/14"", ""dbsource"": ""insd"", ""extra"": ""gi|301795206|emb|CBW37924.1|"", ""host"": ""Salmonella enterica subsp. enterica serovar Typhi""}",,,,,,False,mesophile,,forced,,True,TMP_results/accessions/CBW37924/library/accession_lit,,17.049999999999997,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature"", ""ClassifyHostMetadata"", ""ClassifyHostLiterature"", ""ClassifyThermalForced""]","{""ClassifyThermalMetadata"": 2.58, ""CreateAccessionLibrary"": 7.93, ""ClassifyThermalLiterature"": 0.02, ""ClassifyHostMetadata"": 2.16, ""ClassifyHostLiterature"": 0.04, ""ClassifyThermalForced"": 4.32}",False,metadata,forced,,,
gemma4:e4b,AAA32552,Escherichia phage T4,"{""uid"": ""215965"", ""accession"": ""AAA32552"", ""title"": ""recombination and repair protein (uvsX) [Escherichia phage T4]"", ""organism"": ""Escherichia phage T4"", ""taxonId"": 2681598, ""sequence_length"": 390, ""create_date"": ""1993/04/28"", ""update_date"": ""1988/09/30"", ""dbsource"": ""insd"", ""extra"": ""gi|215965|gb|AAA32552.1|"", ""old_name"": ""Bacteriophage T4""}",,,,,,False,mesophile,,forced,,True,TMP_results/accessions/AAA32552/library/accession_lit,,15.2,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature"", ""ClassifyHostMetadata"", ""ClassifyHostLiterature"", ""ClassifyThermalForced""]","{""ClassifyThermalMetadata"": 2.2, ""CreateAccessionLibrary"": 7.22, ""ClassifyThermalLiterature"": 0.02, ""ClassifyHostMetadata"": 1.55, ""ClassifyHostLiterature"": 0.04, ""ClassifyThermalForced"": 4.17}",False,metadata,forced,,,
gemma4:e4b,CAB40822,Tequatrovirus T4,"{""uid"": ""4584821"", ""accession"": ""CAB40822"", ""title"": ""unnamed protein product [Tequatrovirus T4]"", ""organism"": ""Tequatrovirus T4"", ""taxonId"": 10665, ""sequence_length"": 390, ""create_date"": ""1986/11/18"", ""update_date"": ""2008/10/23"", ""dbsource"": ""insd"", ""extra"": ""gi|4584821|emb|CAB40822.1|"", ""old_name"": ""Escherichia virus T4""}",,,,,,False,mesophile,,"The paper explicitly tested the stability of ValKK3 at various temperatures. It states: ""ValKK3 was stable at 40°C but began to lose activity at 50°C to 80% following heating for 60 min. The lytic activity disappeared entirely when heated at more than 60°C for 1 h (Figure 6A)."" Since the phage is stable at 40°C and loses activity above 60°C, its optimal or effective range falls within the mesophilic range (15–45°C).",,True,TMP_results/accessions/CAB40822/library/accession_lit,,72.48,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature""]","{""ClassifyThermalMetadata"": 2.03, ""CreateAccessionLibrary"": 35.67, ""ClassifyThermalLiterature"": 34.78}",False,literature,explicit,,PMC13142089.1.txt,
ERROR,A0A514U5E6,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,Failed to fetch UID for accession: A0A514U5E6
ERROR,A0A218MA15,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,Failed to fetch UID for accession: A0A218MA15
gemma4:e4b,A0A0M7QBP4,Escherichia phage slur02,"{""uid"": ""971756632"", ""accession"": ""YP_009210233"", ""title"": ""recombinase [Escherichia phage slur02]"", ""organism"": ""Escherichia phage slur02"", ""taxonId"": 1720494, ""sequence_length"": 393, ""create_date"": ""2016/01/05"", ""update_date"": ""2023/01/08"", ""dbsource"": ""refseq"", ""extra"": ""gi|971756632|ref|YP_009210233.1|"", ""host"": ""Escherichia coli""}",Escherichia coli,species,"The host is Escherichia coli, which is generally associated with mesophilic environments (e.g., gut, freshwater).",,metadata,True,mesophile,,"The text explicitly states the incubation temperature for bacterial cultures: ""Overnight cultures were initiated from single colonies and incubated at 37 °C with shaking at 200 rpm until mid-exponential phase (OD600 = 0.4–0.6)\",high,True,TMP_results/accessions/A0A0M7QBP4/library/accession_lit,TMP_results/accessions/A0A0M7QBP4/library/host_lit,154.73000000000002,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""ClassifyThermalRangeHostLiterature""]","{""ClassifyThermalMetadata"": 2.41, ""CreateAccessionLibrary"": 12.72, ""ClassifyThermalLiterature"": 6.43, ""ClassifyHostMetadata"": 2.37, ""ClassifyThermalRangeHostLiterature"": 101.04}",False,host_literature,explicit,,PMC13179408.1.txt,
ERROR,I7B6T6,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,Failed to fetch UID for accession: I7B6T6
ERROR,A0AAU8GRT2,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,Failed to fetch UID for accession: A0AAU8GRT2
ERROR,K8DUU8,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,Failed to fetch UID for accession: K8DUU8
ERROR,A0ABZ0Z3D8,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,Failed to fetch UID for accession: A0ABZ0Z3D8
gemma4:e4b,E1XT65,Salmonella phage D5lw,"{""uid"": ""2514756138"", ""accession"": ""WIL01900"", ""title"": ""RecA-like recombination protein [Salmonella phage D5lw]"", ""organism"": ""Salmonella phage D5lw"", ""taxonId"": 3038312, ""sequence_length"": 363, ""create_date"": ""2023/06/11"", ""update_date"": ""2023/06/11"", ""dbsource"": ""insd"", ""extra"": ""gi|2514756138|gb|WIL01900.1|"", ""host"": ""Salmonella sp."", ""lab_host"": ""Salmonella enterica subsp. enterica serovar Typhimurium"", ""country"": ""USA"", ""isolation_source"": ""sewage water"", ""collection_date"": ""May-2021""}",,,,,,False,mesophile,,"The isolation source is 'sewage water'. Sewage water typically represents an environment associated with moderate temperatures, suggesting a mesophilic range.",,True,TMP_results/accessions/E1XT65/library/accession_lit,,2.44,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.44}",False,metadata,inferred,,,
ERROR,A0A9E7DUL0,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,Failed to fetch UID for accession: A0A9E7DUL0
ERROR,A0A9E7DV42,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,Failed to fetch UID for accession: A0A9E7DV42
ERROR,A0A2Z5HMQ5,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,Failed to fetch UID for accession: A0A2Z5HMQ5
ERROR,A0AAE9C8K7,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,Failed to fetch UID for accession: A0AAE9C8K7
ERROR,A0A2I6PFU4,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,Failed to fetch UID for accession: A0A2I6PFU4
ERROR,A0A5B9MVD9,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,Failed to fetch UID for accession: A0A5B9MVD9
ERROR,A0A5B9MX47,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,Failed to fetch UID for accession: A0A5B9MX47
ERROR,A0A6G8R7Q8,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,Failed to fetch UID for accession: A0A6G8R7Q8
ERROR,A0A6G8R8G4,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,Failed to fetch UID for accession: A0A6G8R8G4
ERROR,A0A5B9MWB5,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,Failed to fetch UID for accession: A0A5B9MWB5
ERROR,A0A4Y6E901,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,Failed to fetch UID for accession: A0A4Y6E901
ERROR,A0A5B9NGB5,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,Failed to fetch UID for accession: A0A5B9NGB5
ERROR,A0A5P8PIR4,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,Failed to fetch UID for accession: A0A5P8PIR4
ERROR,G2ZIG1,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,Failed to fetch UID for accession: G2ZIG1
ERROR,G0XMD1,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,Failed to fetch UID for accession: G0XMD1
ERROR,A0A6G6XH48,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,Failed to fetch UID for accession: A0A6G6XH48
ERROR,A0A6G6XFR4,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,Failed to fetch UID for accession: A0A6G6XFR4
ERROR,A0A410TAW2,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,Failed to fetch UID for accession: A0A410TAW2
ERROR,A0A6G6XFI1,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,Failed to fetch UID for accession: A0A6G6XFI1
gemma4:e4b,A0A0M7Q9K3,Escherichia phage slur04,"{""uid"": ""1631947645"", ""accession"": ""YP_009625264"", ""title"": ""recombinase [Escherichia phage slur04]"", ""organism"": ""Escherichia phage slur04"", ""taxonId"": 1720497, ""sequence_length"": 393, ""create_date"": ""2019/05/02"", ""update_date"": ""2023/01/08"", ""dbsource"": ""refseq"", ""extra"": ""gi|1631947645|ref|YP_009625264.1|"", ""host"": ""Escherichia coli""}",Escherichia coli,species,"The host is Escherichia coli, which is generally associated with mesophilic environments (e.g., gut, freshwater).",,metadata,True,mesophile,,"The text explicitly states the incubation temperature for bacterial cultures: ""Overnight cultures were initiated from single colonies and incubated at 37 °C with shaking at 200 rpm until mid-exponential phase (OD600 = 0.4–0.6)\",high,True,TMP_results/accessions/A0A0M7Q9K3/library/accession_lit,TMP_results/accessions/A0A0M7Q9K3/library/host_lit,156.73,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""ClassifyThermalRangeHostLiterature""]","{""ClassifyThermalMetadata"": 5.05, ""CreateAccessionLibrary"": 12.54, ""ClassifyThermalLiterature"": 6.05, ""ClassifyHostMetadata"": 2.34, ""ClassifyThermalRangeHostLiterature"": 101.1}",False,host_literature,explicit,,PMC13179408.1.txt,
gemma4:e4b,A0A0M7QBB4,Escherichia phage slur07,"{""uid"": ""971742895"", ""accession"": ""YP_009197410"", ""title"": ""recombinase [Escherichia phage slur07]"", ""organism"": ""Escherichia phage slur07"", ""taxonId"": 1720500, ""sequence_length"": 393, ""create_date"": ""2016/01/05"", ""update_date"": ""2023/01/08"", ""dbsource"": ""refseq"", ""extra"": ""gi|971742895|ref|YP_009197410.1|""}",,,,,,False,mesophile,,forced,,True,TMP_results/accessions/A0A0M7QBB4/library/accession_lit,,30.36,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature"", ""ClassifyHostMetadata"", ""ClassifyHostLiterature"", ""ClassifyThermalForced""]","{""ClassifyThermalMetadata"": 2.08, ""CreateAccessionLibrary"": 10.75, ""ClassifyThermalLiterature"": 6.44, ""ClassifyHostMetadata"": 2.13, ""ClassifyHostLiterature"": 5.46, ""ClassifyThermalForced"": 3.5}",False,metadata,forced,,,
gemma4:e4b,A0A0M7QF29,Escherichia phage slur14,"{""uid"": ""953357971"", ""accession"": ""YP_009180817"", ""title"": ""recombinase [Escherichia phage slur14]"", ""organism"": ""Escherichia phage slur14"", ""taxonId"": 1720504, ""sequence_length"": 393, ""create_date"": ""2015/11/18"", ""update_date"": ""2023/01/08"", ""dbsource"": ""refseq"", ""extra"": ""gi|953357971|ref|YP_009180817.1|"", ""host"": ""Escherichia coli""}",Escherichia coli,species,"The host is Escherichia coli, which is generally associated with mesophilic environments (e.g., gut, soil).",,metadata,True,mesophile,,"The text explicitly states the incubation temperature for bacterial cultures: ""Overnight cultures were initiated from single colonies and incubated at 37 °C with shaking at 200 rpm until mid-exponential phase (OD600 = 0.4–0.6)\",high,True,TMP_results/accessions/A0A0M7QF29/library/accession_lit,TMP_results/accessions/A0A0M7QF29/library/host_lit,157.54,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""ClassifyThermalRangeHostLiterature""]","{""ClassifyThermalMetadata"": 2.42, ""CreateAccessionLibrary"": 14.88, ""ClassifyThermalLiterature"": 6.43, ""ClassifyHostMetadata"": 2.36, ""ClassifyThermalRangeHostLiterature"": 101.05}",False,host_literature,explicit,,PMC13179408.1.txt,
