accession,full_sequence_hmm_results,PF00154_custom_hmm_results,PF00154_hmm_results,PF21134_custom_hmm_results,PF21134_hmm_results
DAI46404,0,0,0,0,0
DAI46022,0,0,0,0,0
DAI45902,0,0,1,0,0
DAI45274,0,0,0,0,0
DAI45271,0,0,0,0,0
DAI45188,0,0,0,0,0
DAI44795,0,0,0,0,0
DAI44691,0,0,0,0,0
DAI44124,0,0,0,0,0
DAI43471,0,0,0,0,0
DAI43390,0,0,0,0,0
DAI43173,0,0,0,0,0
DAI41847,0,0,0,0,0
DAI41471,0,0,0,0,0
DAI41362,0,0,0,0,0
DAI40953,0,0,0,0,0
DAI40457,0,0,0,0,0
DAI38513,0,0,0,0,0
DAI36247,0,0,0,0,0
DAI36106,0,0,0,0,0
DAI35534,0,0,0,0,0
DAI35411,0,0,0,0,0
DAI35273,0,0,0,0,0
DAI35127,0,0,0,0,0
DAI33470,1,1,1,0,0
DAI33465,0,0,0,0,0
DAI33158,0,0,0,0,0
DAI33141,0,0,0,0,0
DAI32991,0,0,0,0,0
DAI32779,0,0,0,0,0
DAI32718,0,0,0,0,0
DAI32435,0,0,0,0,0
DAI31870,0,0,0,0,0
DAI31666,0,0,0,0,0
DAI31623,0,0,0,0,0
DAI30607,0,0,0,0,0
DAI30032,0,0,0,0,0
DAI29242,0,0,0,0,0
DAI28786,0,0,1,0,0
DAI28421,0,0,0,0,0
DAI27819,0,0,0,0,0
DAI27426,0,0,0,0,0
DAI26586,1,1,1,0,0
DAI26410,0,0,0,0,0
DAI25053,1,1,1,0,0
DAI24986,0,0,0,0,0
DAI24879,0,0,0,0,0
DAI24563,0,0,0,0,0
DAI24483,0,0,0,0,0
DAI22212,1,1,1,1,0
DAI21223,0,0,0,0,0
DAI20643,1,1,1,0,0
DAI20578,0,0,0,0,0
DAI20443,0,0,0,0,0
DAI19534,0,0,0,0,0
DAI19323,0,0,0,0,0
DAI19306,0,0,0,0,0
DAI19201,0,0,0,0,0
DAI19184,0,0,0,0,0
DAI18963,0,0,0,0,0
DAI18386,0,0,0,0,0
DAI18333,0,0,0,0,0
DAI18012,0,0,0,0,0
DAI17593,0,0,0,0,0
DAI17335,0,0,0,0,0
DAI17331,0,0,0,0,0
DAI17206,0,0,0,0,0
DAI16650,0,0,0,0,0
DAI16285,0,0,0,0,0
DAI15567,1,1,1,0,0
DAI14476,0,0,0,0,0
DAI14132,0,0,0,0,0
DAI14075,0,0,0,0,0
DAI13412,0,0,0,0,0
DAI13066,1,1,1,0,0
DAI13023,0,0,0,0,0
DAI12750,0,0,0,0,0
DAI12669,0,0,0,0,0
DAI12015,0,0,0,0,0
DAI11706,0,0,0,0,0
DAI11391,0,0,0,0,0
DAI10885,0,0,0,0,0
DAI10439,0,0,0,0,0
DAI10346,1,1,0,0,0
DAI10329,0,0,0,0,0
DAI09389,0,0,0,0,0
DAI09385,0,0,0,0,0
DAI09323,0,0,0,0,0
DAI08599,0,0,0,0,0
DAI08539,0,0,0,0,0
DAI08049,1,1,1,0,0
DAG68761,0,0,0,0,0
DAG68583,0,0,0,0,0
DAG68447,0,0,0,0,0
DAG67837,0,0,0,0,0
DAG67484,0,0,0,0,0
DAG67236,0,0,0,0,0
DAG65352,1,1,1,0,0
DAG65267,0,0,0,0,0
DAG65173,0,0,0,0,0
DAG64757,0,0,0,0,0
DAG63528,0,0,0,0,0
DAG62998,0,0,0,0,0
DAG61645,0,0,0,0,0
DAG59218,1,1,0,0,0
DAG58509,1,0,1,0,0
DAG57588,1,1,1,0,0
DAG57283,0,0,0,0,0
DAG56927,1,1,1,0,0
DAG56820,0,0,0,0,0
DAG56816,0,0,0,0,0
DAG55445,0,0,0,0,0
DAG54455,0,0,0,0,0
DAG54367,0,0,0,0,0
DAG54195,0,0,0,0,0
DAG53535,0,0,0,0,0
DAG53510,0,0,0,0,0
DAG52414,0,0,0,0,0
DAG52375,0,0,0,0,0
DAG52090,0,0,0,0,0
DAG51887,0,0,0,0,0
DAG51882,0,0,0,0,0
DAG51794,0,0,0,0,0
DAG51736,0,0,0,0,0
DAG51451,0,0,0,0,0
DAG50721,0,0,0,0,0
DAG50689,0,0,0,0,0
DAG50512,0,0,0,0,0
DAG50317,0,0,0,0,0
DAG49959,0,0,0,0,0
DAG49945,0,0,0,0,0
DAG49684,0,0,0,0,0
DAG49680,0,0,0,0,0
DAG49622,0,0,0,0,0
DAG47836,0,0,0,0,0
DAG45008,1,0,1,0,0
DAG44402,0,0,0,0,0
DAG42526,0,0,0,0,0
DAG42522,0,0,0,0,0
DAG41068,0,0,0,0,0
DAG40219,0,0,0,0,0
DAG39824,0,0,0,0,0
DAG39006,0,0,0,0,0
DAG38727,0,0,0,0,0
DAG38148,0,0,0,0,0
DAG37878,0,0,0,0,0
DAG37234,0,0,0,0,0
DAG37018,0,0,0,0,0
DAG36812,0,0,0,0,0
DAG36431,0,0,0,0,0
DAG35569,0,0,0,0,0
DAG35110,0,0,0,0,0
DAG34967,0,0,0,0,0
DAG33803,0,0,0,0,0
DAG33705,0,0,0,0,0
DAG33321,1,1,1,0,0
DAG32796,1,1,1,0,0
DAG32266,0,0,0,0,0
DAG32174,0,0,0,0,0
DAG31838,0,0,0,0,0
DAG31170,1,1,1,0,0
DAG31077,0,0,0,0,0
DAG30456,0,0,0,0,0
DAG30010,0,0,1,0,0
DAG29400,0,0,0,0,0
DAG28622,0,0,0,0,0
DAG28405,0,0,0,0,0
DAG27825,1,1,1,0,0
DAG27097,0,0,0,0,0
DAG26884,0,0,0,0,0
DAG26663,0,0,0,0,0
DAG26083,0,0,0,0,0
DAG25659,0,0,0,0,0
DAG25454,0,0,0,0,0
DAG24860,0,0,0,0,0
DAG24589,0,0,0,0,0
DAG24101,0,0,0,0,0
DAG23736,0,0,0,0,0
DAG23378,0,0,0,0,0
DAG22354,0,0,0,0,0
DAG21463,0,0,0,0,0
DAG20893,0,0,0,0,0
DAG19720,0,0,0,0,0
DAG18797,1,1,1,0,0
DAG18547,0,0,0,0,0
DAG18102,0,0,0,0,0
DAG17734,0,0,0,0,0
DAG17113,0,0,0,0,0
DAG17111,0,0,0,0,0
DAG16814,0,0,0,0,0
DAG15931,0,0,0,0,0
DAG15566,0,0,0,0,0
DAG13916,0,0,0,0,0
DAG13902,0,0,0,0,0
DAG13652,1,1,1,0,0
DAG12674,0,0,0,0,0
DAG12362,0,0,0,0,0
DAG12056,0,0,0,0,0
DAG11742,0,0,0,0,0
DAG11698,0,0,0,0,0
DAG11428,0,0,0,0,0
DAG11050,0,0,0,0,0
DAG10734,1,0,1,0,0
DAG10592,1,1,1,0,0
DAG09654,1,1,1,0,0
DAG09593,0,0,0,0,0
DAG08676,0,0,0,0,0
DAG08241,0,0,0,0,0
DAG07696,0,0,0,0,0
DAG07341,0,0,0,0,0
DAG06960,0,0,0,0,0
DAG06956,0,0,0,0,0
DAG06881,0,0,0,0,0
DAG06746,1,1,1,0,0
DAG06630,0,0,0,0,0
DAF64863,0,0,0,0,0
DAF64668,0,0,0,0,0
DAF64614,1,1,1,0,0
DAF64390,0,0,0,0,0
DAF64385,0,0,0,0,0
DAF63302,0,0,0,0,0
DAF63241,1,1,1,0,0
DAF62246,1,1,1,0,0
DAF61285,0,0,0,0,0
DAF61163,0,0,0,0,0
DAF60959,0,0,0,0,0
DAF60842,0,0,0,0,0
DAF60284,0,0,0,0,0
DAF60006,0,0,1,0,0
DAF59950,0,0,0,0,0
DAF59883,1,1,1,0,0
DAF59421,0,0,0,0,0
DAF59316,0,0,0,0,0
DAF58469,0,0,0,0,0
DAF58132,0,0,0,0,0
DAF57735,0,0,0,0,0
DAF57428,1,1,1,0,0
DAF57192,0,0,0,0,0
DAF56814,0,0,0,0,0
DAF55482,0,0,0,0,0
DAF54247,0,0,0,0,0
DAF53945,0,0,0,0,0
DAF52175,0,0,0,0,0
DAF51788,0,0,0,0,0
DAF51212,0,0,0,0,0
DAF50932,0,0,0,0,0
DAF50164,0,0,0,0,0
DAF49670,0,0,0,0,0
DAF48859,0,0,0,0,0
DAF48461,0,0,0,0,0
DAF47904,0,0,0,0,0
DAF47840,0,0,0,0,0
DAF47590,1,1,1,0,0
DAF47211,0,0,0,0,0
DAF47029,0,0,0,0,0
DAF46922,0,0,0,0,0
DAF46542,0,0,0,0,0
DAF46158,0,0,0,0,0
DAF45788,0,0,0,0,0
DAF45727,0,0,0,0,0
DAF44280,0,0,0,0,0
DAF44279,0,0,0,0,0
DAF43720,0,0,1,0,0
DAF43317,0,0,0,0,0
DAF42618,1,1,1,0,0
DAF14394,0,0,0,0,0
DAD55541,0,0,0,0,0
QWS69829,1,1,1,0,0
DAE91604,0,0,0,0,0
DAE91357,0,0,0,0,0
DAE91157,0,0,0,0,0
DAE90092,0,0,0,0,0
DAE90034,0,0,0,0,0
DAE89802,0,0,0,0,0
DAE88550,0,0,0,0,0
DAE88295,0,0,1,0,0
DAE87729,1,1,1,0,0
DAE86530,0,0,0,0,0
DAE86245,0,0,0,0,0
DAE86051,0,0,0,0,0
DAE86000,0,0,0,0,0
DAE85642,0,0,0,0,0
DAE84749,1,1,1,0,0
DAE84746,0,0,0,0,0
DAE84028,0,0,0,0,0
DAE84020,0,0,0,0,0
DAE83494,0,0,0,0,0
DAE82981,1,1,1,0,0
DAE82396,1,1,1,0,0
DAE82322,0,0,0,0,0
DAE82106,0,0,0,0,0
DAE81741,0,0,0,0,0
DAE81614,0,0,0,0,0
DAE80754,0,0,0,0,0
DAE79893,0,0,0,0,0
DAE78532,0,0,0,0,0
DAE78528,0,0,0,0,0
DAE77981,0,0,0,0,0
DAE77470,0,0,0,0,0
DAE76278,0,0,0,0,0
DAE76200,0,0,0,0,0
DAE76081,0,0,0,0,0
DAE75595,0,0,0,0,0
DAE75043,0,0,0,0,0
DAE74136,0,0,0,0,0
DAE74055,0,0,0,0,0
DAE73790,0,0,0,0,0
DAE73532,0,0,0,0,0
DAE72974,0,0,0,0,0
DAE72829,0,0,0,0,0
DAE72564,0,0,0,0,0
DAE72519,0,0,0,0,0
DAE72418,0,0,0,0,0
DAE72214,1,1,1,0,0
DAE71980,0,0,0,0,0
DAE71974,0,0,0,0,0
DAE71847,0,0,0,0,0
DAE71607,0,0,0,0,0
DAE71186,0,0,0,0,0
DAE71037,0,0,0,0,0
DAE71034,0,0,0,0,0
DAE69636,0,0,0,0,0
DAE69608,0,0,0,0,0
DAE69397,0,0,0,0,0
DAE69355,1,0,0,0,0
DAE69111,0,0,0,0,0
DAE69101,0,0,0,0,0
DAE68940,0,0,0,0,0
DAE68903,0,0,0,0,0
DAE67630,0,0,0,0,0
DAE67563,0,0,0,0,0
DAE66661,0,0,0,0,0
DAE66590,0,0,0,0,0
DAE66458,0,0,0,0,0
DAE66404,0,0,0,0,0
DAE66400,0,0,0,0,0
DAE65877,0,0,0,0,0
DAE65527,0,0,0,0,0
DAE65069,0,0,0,0,0
DAE64608,0,0,0,0,0
DAE64090,0,0,0,0,0
DAE64088,0,0,0,0,0
DAE63993,0,0,0,0,0
DAE63376,0,0,0,0,0
DAE63029,0,0,0,0,0
DAE61979,1,1,1,0,0
DAE61208,0,0,0,0,0
DAE61060,0,0,0,0,0
DAE60972,0,0,0,0,0
DAE60395,0,0,0,0,0
DAE60394,0,0,0,0,0
DAE59723,0,0,0,0,0
DAE59582,0,0,0,0,0
DAE59488,0,0,0,0,0
DAE59460,0,0,0,0,0
DAE59375,0,0,0,0,0
DAE59028,0,0,0,0,0
DAE58911,0,0,0,0,0
DAE57909,0,0,0,0,0
DAE57832,0,0,0,0,0
DAE57762,0,0,0,0,0
DAE56833,0,0,0,0,0
DAF42145,0,0,0,0,0
DAF41654,0,0,0,0,0
DAF39930,0,0,0,0,0
DAF39746,0,0,0,0,0
DAF39524,1,1,1,0,0
DAF37828,0,0,0,0,0
DAF36741,0,0,0,0,0
DAF36038,1,1,1,0,0
DAF35826,0,0,0,0,0
DAF35618,0,0,0,0,0
DAF35327,0,0,0,0,0
DAF34951,0,0,0,0,0
DAF34838,0,0,0,0,0
DAF34833,0,0,0,0,0
DAF34662,0,0,0,0,0
DAF34565,0,0,0,0,0
DAF34214,0,0,0,0,0
DAF33706,0,0,0,0,0
DAF33458,0,0,0,0,0
DAF32210,0,0,0,0,0
DAF32166,1,1,1,0,0
DAF32075,0,0,0,0,0
DAF32017,0,0,0,0,0
DAF31932,0,0,0,0,0
DAF31852,0,0,0,0,0
DAF31636,0,0,0,0,0
DAF31402,0,0,0,0,0
DAF31048,0,0,1,0,0
DAF30438,0,0,0,0,0
DAF29832,0,0,0,0,0
DAF28639,0,0,0,0,0
DAF28595,0,0,0,0,0
DAF28510,0,0,0,0,0
DAF27823,0,0,0,0,0
DAF27517,0,0,0,0,0
DAF27400,0,0,0,0,0
DAF26472,0,0,0,0,0
DAF25996,0,0,0,0,0
DAF25465,0,0,0,0,0
DAF24588,0,0,0,0,0
DAF24433,0,0,0,0,0
DAF23608,0,0,0,0,0
DAF23549,0,0,0,0,0
DAF22799,0,0,0,0,0
DAF22322,0,0,0,0,0
DAF21590,1,1,1,0,0
DAF21220,0,0,0,0,0
DAF20853,0,0,0,0,0
DAF20683,0,0,0,0,0
DAF19835,0,0,0,0,0
DAF19292,0,0,0,0,0
DAF17932,0,0,0,0,0
DAF17551,0,0,0,0,0
DAF17359,0,0,0,0,0
DAF16407,0,0,0,0,0
DAF15990,0,0,0,0,0
DAF15857,0,0,0,0,0
DAF15082,0,0,0,0,0
DAF14060,0,0,0,0,0
DAF13910,0,0,0,0,0
DAF13792,0,0,0,0,0
DAF13397,0,0,0,0,0
DAF13062,0,0,0,0,0
DAF13022,0,0,0,0,0
DAF12827,0,0,0,0,0
DAF12480,0,0,0,0,0
DAF12409,0,0,0,0,0
DAF12299,0,0,0,0,0
DAF12092,0,0,0,0,0
DAF10465,0,0,0,0,0
DAF10083,0,0,0,0,0
DAF09848,0,0,0,0,0
DAF08640,0,0,0,0,0
DAF08063,0,0,0,0,0
DAF07247,0,0,0,0,0
DAF07163,0,0,0,0,0
DAF06536,0,0,0,0,0
DAF06368,0,0,0,0,0
DAF05583,0,0,0,0,0
DAF05579,0,0,0,0,0
DAF05366,0,0,0,0,0
DAF05211,0,0,0,0,0
DAF05090,0,0,0,0,0
DAF04787,0,0,0,0,0
DAF04603,0,0,0,0,0
DAF04565,0,0,0,0,0
DAF03757,0,0,0,0,0
DAF03718,0,0,0,0,0
DAF03563,0,0,0,0,0
DAF03197,0,0,0,0,0
DAF02550,0,0,0,0,0
DAF02385,0,0,0,0,0
DAF02328,0,0,0,0,0
DAF02318,0,0,0,0,0
DAF02167,0,0,0,0,0
DAF02088,0,0,0,0,0
DAF01220,0,0,0,0,0
DAF00988,0,0,0,0,0
DAE98666,0,0,0,0,0
DAE98456,0,0,0,0,0
DAE98312,0,0,0,0,0
DAE98081,0,0,0,0,0
DAE97528,0,0,0,0,0
DAE97360,0,0,0,0,0
DAE96637,1,1,1,0,0
DAE96216,0,0,0,0,0
DAE95002,0,0,0,0,0
DAE94527,0,0,0,0,0
DAE94523,0,0,0,0,0
DAE94475,0,0,0,0,0
DAE94139,0,0,0,0,0
DAE93650,1,1,1,0,0
DAE93378,0,0,0,0,0
DAE54891,0,0,0,0,0
DAE54469,0,0,0,0,0
DAE54328,0,0,0,0,0
DAE53999,0,0,0,0,0
DAE53840,0,0,0,0,0
DAE53641,0,0,0,0,0
DAE53268,0,0,0,0,0
DAE53260,0,0,0,0,0
DAE53209,0,0,0,0,0
DAE52650,0,0,0,0,0
DAE52108,0,0,0,0,0
DAE51210,0,0,0,0,0
DAE50976,0,0,0,0,0
DAE50842,0,0,0,0,0
DAE50460,0,0,0,0,0
DAE50417,0,0,0,0,0
DAE49202,0,0,0,0,0
DAE49116,0,0,0,0,0
DAE48608,0,0,0,0,0
DAE48232,0,0,0,0,0
DAE47597,1,1,1,0,0
DAE46454,0,0,0,0,0
DAE45699,0,0,0,0,0
DAE45254,0,0,0,0,0
DAE44567,0,0,0,0,0
DAE44283,0,0,0,0,0
DAE43730,0,0,0,0,0
DAE43673,0,0,0,0,0
DAE42833,0,0,0,0,0
DAE42297,0,0,0,0,0
DAE41956,0,0,0,0,0
DAE41678,0,0,0,0,0
DAE41494,0,0,0,0,0
DAE40556,0,0,0,0,0
DAE39289,0,0,0,0,0
DAE39200,1,1,1,0,0
DAE38924,1,1,1,0,0
DAE38662,0,0,0,0,0
DAE38260,0,0,0,0,0
DAE37021,0,0,1,0,0
DAE36445,0,0,0,0,0
DAE34070,0,0,0,0,0
DAE33823,0,0,0,0,0
DAE33503,0,0,0,0,0
DAE32082,0,0,0,0,0
DAE31751,0,0,0,0,0
DAE92347,0,0,0,0,0
DAE92204,0,0,0,0,0
DAE92110,0,0,0,0,0
DAE91840,0,0,0,0,0
DAE29619,0,0,0,0,0
DAE55483,0,0,0,0,0
DAD72364,1,1,1,0,0
DAD71749,0,0,0,0,0
DAD71572,0,0,0,0,0
DAD71442,1,1,1,0,0
DAD70687,0,0,0,0,0
DAD70527,0,0,0,0,0
DAD70330,0,0,0,0,0
DAE27899,0,0,0,0,0
DAE28107,0,0,0,0,0
DAE24956,0,0,0,0,0
DAE24601,0,0,0,0,0
DAE23556,0,0,0,0,0
DAE23276,0,0,0,0,0
DAE22976,0,0,0,0,0
DAE22665,0,0,0,0,0
DAE22126,0,0,0,0,0
DAE21446,1,1,1,0,0
DAE21256,0,0,0,0,0
DAE21233,0,0,0,0,0
DAE21081,0,0,0,0,0
DAE20979,0,0,0,0,0
DAE20683,0,0,0,0,0
DAE20527,0,0,0,0,0
DAE20185,0,0,0,0,0
DAE19187,0,0,0,0,0
DAE18970,0,0,0,0,0
DAE18929,0,0,1,0,0
DAE18535,0,0,0,0,0
DAE18467,0,0,0,0,0
DAE17896,0,0,0,0,0
DAE17860,0,0,0,0,0
DAE17626,0,0,0,0,0
DAE14654,0,0,0,0,0
DAE14016,0,0,0,0,0
DAE13951,0,0,0,0,0
DAE13851,0,0,0,0,0
DAE13486,0,0,0,0,0
DAE11149,0,0,1,0,0
DAE11075,0,0,0,0,0
DAE10739,0,0,0,0,0
DAE10289,0,0,0,0,0
DAE10061,0,0,0,0,0
DAE08445,0,0,0,0,0
DAE08118,0,0,0,0,0
DAE07689,0,0,0,0,0
DAE07312,0,0,0,0,0
DAE07091,0,0,0,0,0
DAE06223,0,0,0,0,0
DAE05414,0,0,0,0,0
DAE05084,0,0,0,0,0
DAE05020,0,0,0,0,0
DAE04771,0,0,0,0,0
DAE04574,0,0,0,0,0
DAE04122,1,1,1,0,0
DAE03863,0,0,0,0,0
DAE03528,0,0,0,0,0
DAE03362,0,0,0,0,0
DAE03360,0,0,0,0,0
DAE03156,0,0,0,0,0
DAE02889,0,0,0,0,0
DAE02703,0,0,0,0,0
DAE01838,0,0,0,0,0
DAE01603,0,0,0,0,0
DAE01117,0,0,0,0,0
DAE00060,0,0,0,0,0
DAD99344,0,0,0,0,0
DAD99002,0,0,0,0,0
DAD98701,0,0,0,0,0
DAD97461,0,0,0,0,0
DAD69216,0,0,0,0,0
DAD68985,0,0,0,0,0
DAD68981,0,0,0,0,0
DAD68804,0,0,0,0,0
DAD68767,0,0,0,0,0
DAD68691,0,0,0,0,0
DAD67685,1,0,0,0,0
DAD67501,0,0,0,0,0
DAD67377,0,0,1,0,0
DAD67196,0,0,0,0,0
DAD66931,0,0,0,0,0
DAD66495,0,0,1,0,0
DAD66275,0,0,0,0,0
DAD65933,1,1,0,0,0
DAD65298,0,0,0,0,0
DAE26927,0,0,0,0,0
DAD96009,0,0,0,0,0
DAD95034,0,0,0,0,0
DAD94726,0,0,0,0,0
DAD94689,0,0,0,0,0
DAD94029,0,0,0,0,0
DAD93859,0,0,0,0,0
DAD93609,0,0,0,0,0
DAD93246,0,0,0,0,0
DAD92648,0,0,0,0,0
DAD92494,0,0,0,0,0
DAD92350,0,0,0,0,0
DAD92273,0,0,0,0,0
DAD91502,1,1,1,0,0
DAD91295,0,0,0,0,0
DAD91132,0,0,0,0,0
DAD90928,0,0,0,0,0
DAD90550,0,0,0,0,0
DAD90444,0,0,0,0,0
DAD90034,0,0,0,0,0
DAD89271,0,0,0,0,0
DAD89234,1,1,1,0,0
DAD88779,0,0,0,0,0
DAD87714,0,0,0,0,0
DAD87106,0,0,0,0,0
DAD86967,0,0,0,0,0
DAD86425,1,1,1,0,0
DAD86195,0,0,0,0,0
DAD85925,0,0,0,0,0
DAD85500,0,0,0,0,0
DAD85148,0,0,0,0,0
DAD85108,0,0,0,0,0
DAD84998,0,0,0,0,0
DAD84761,0,0,0,0,0
DAD83477,1,1,1,0,0
DAD83475,0,0,0,0,0
DAD82768,0,0,0,0,0
DAD82659,1,1,1,0,0
DAD82270,0,0,0,0,0
DAD80436,1,1,1,0,0
DAD80248,0,0,0,0,0
DAD80232,0,0,0,0,0
DAD79900,0,0,0,0,0
DAD79534,0,0,0,0,0
DAD79358,0,0,0,0,0
DAD79310,0,0,0,0,0
DAD79068,0,0,0,0,0
DAD78082,1,1,1,0,1
DAD77791,0,0,0,0,0
DAD77417,0,0,0,0,0
DAD77136,0,0,0,0,0
DAD77076,0,0,0,0,0
DAD76790,0,0,0,0,0
DAD76329,0,0,0,0,0
DAD76203,0,0,0,0,0
DAD76134,0,0,0,0,0
DAD75966,0,0,0,0,0
DAD75742,0,0,0,0,0
DAD75635,0,0,0,0,0
DAD75584,0,0,0,0,0
DAD75214,0,1,0,0,0
DAD75074,0,0,0,0,0
DAD74563,1,1,1,0,0
DAD74143,0,0,0,0,0
DAD73868,0,0,0,0,0
DAD73644,0,0,0,0,0
DAD73531,0,0,0,0,0
DAD73508,0,0,0,0,0
DAD56660,0,0,0,0,0
DAD64734,1,1,1,0,0
DAD64567,0,0,1,0,0
DAD63251,0,0,0,0,0
DAD63193,0,0,0,0,0
DAD62931,0,0,0,0,0
DAD62314,0,0,0,0,0
DAD62275,0,0,0,0,0
DAD62074,0,0,0,0,0
DAD62038,0,0,0,0,0
DAD61788,1,1,0,0,0
DAD61786,0,0,0,0,0
DAD57250,0,0,0,0,0
DAD60643,1,1,1,0,0
DAD60187,1,1,1,0,0
DAD60152,0,0,1,0,0
DAD59145,0,0,0,0,0
DAD59123,0,0,0,0,0
DAD58359,0,0,0,0,0
DAD58118,0,0,0,0,0
DAD57735,1,1,1,0,0
DAD57471,1,1,1,0,0
DAD57437,0,0,1,0,0
QUE30153,0,0,0,0,0
QQM14980,0,0,0,0,0
QPN96447,0,0,0,0,0
QMV34287,1,1,1,0,1
QVW53965,0,0,0,0,0
QVW53736,0,0,0,0,0
QVW27646,0,0,0,0,0
QVW27225,1,1,1,1,1
QVW27118,1,1,1,1,1
QVW09155,0,0,0,0,0
QTI27923,0,0,0,0,0
QVW08769,0,0,0,0,0
QVJ82431,0,0,0,0,0
QVJ13565,0,0,0,0,0
QVJ13375,0,0,0,0,0
QVJ13335,0,0,0,0,0
QVJ13229,0,0,0,0,0
QVJ12868,0,0,0,0,0
QVJ12796,0,0,0,0,0
QVJ12716,0,0,0,0,0
QVJ12436,0,0,0,0,0
QVG64330,1,1,1,0,0
QVG63991,1,1,1,0,0
QVD48965,0,0,0,0,0
QQG31107,0,0,0,0,0
QVD58345,1,1,1,0,0
QVD57469,1,1,1,0,0
QVD57263,1,1,1,0,0
QVD56932,1,1,1,0,0
QVD56744,1,1,1,0,0
QVD56506,1,1,1,0,0
QVD56391,1,1,1,0,0
QVD56164,1,1,1,0,0
QQO38255,0,0,1,0,0
QPI17198,0,0,0,0,0
QUR34649,0,0,0,0,0
QUL77335,0,0,0,0,0
QUD16314,0,0,0,0,0
QUE30100,0,0,0,0,0
QUD15875,0,0,0,0,0
QQG33379,0,0,0,0,0
QTQ06949,0,0,0,0,0
QTQ06882,0,0,0,0,0
QTP96214,1,1,1,0,0
QQG33592,0,0,0,0,0
BBK09251,0,0,0,0,0
QTH80280,0,0,0,0,0
QTH79763,0,0,0,0,0
QKE60441,0,0,0,0,0
QSJ04728,0,0,0,0,0
QQV89123,0,0,0,0,0
QPL22564,0,0,0,0,0
QPL22507,0,0,0,0,0
QIN95933,1,1,1,1,1
QIN95546,1,1,1,1,1
QIW89334,0,0,0,0,0
QLF88533,0,0,0,0,0
QLF88582,0,0,0,0,0
QLF88474,0,0,0,0,0
QLF88401,0,0,0,0,0
QLF88371,0,0,0,0,0
QLF88334,0,0,0,0,0
QLF88284,0,0,0,0,0
QLF88201,0,0,0,0,0
QLF88188,0,0,0,0,0
QLF88050,0,0,0,0,0
QLF88012,0,0,0,0,0
QPD06435,0,0,0,0,0
QIW90089,0,0,0,0,0
QSM04349,0,0,0,0,0
QSM02214,0,0,0,0,0
QSL99589,0,0,0,0,0
QSL99137,1,1,1,1,1
QSL99039,0,0,0,0,0
QSJ04787,0,0,0,0,0
QSJ04784,0,0,0,0,0
QSH74618,0,0,0,0,0
QSH71699,0,0,0,0,0
QQO89535,0,0,0,0,0
QQO89401,1,1,1,0,1
QQO89100,1,1,1,0,1
QQO88887,1,1,1,0,1
QQO88654,0,0,0,0,0
QQO88540,0,0,0,0,0
QQO88531,0,0,0,0,0
QQO88395,0,0,0,0,0
QQO88266,0,0,0,0,0
QQO88196,0,0,0,0,0
QQO88022,0,0,0,0,0
QQO87950,0,0,0,0,0
QQO87681,0,0,0,0,0
QQO87616,0,0,0,0,0
QQO87570,0,0,0,0,0
QQO87485,0,0,0,0,0
QQO87428,0,0,0,0,0
QQO87418,0,0,0,0,0
QQO87349,0,0,0,0,0
QQO87250,0,0,0,0,0
QQO87158,0,0,0,0,0
QQO87138,1,1,1,0,1
CAF0683015,0,0,0,0,0
QIW86970,1,1,1,1,1
QPI17266,0,0,0,0,0
QIG60894,1,1,1,0,0
QEG10538,1,1,1,1,1
QEG10268,1,1,1,1,1
QEG10031,0,0,0,0,0
QEG09963,0,0,0,0,0
QDK04487,0,0,0,0,0
AXY81627,0,0,0,0,0
CAD6025554,1,1,1,1,1
QRE00949,0,0,0,0,0
QRE00736,0,0,1,0,0
QJB22824,0,0,0,0,0
QIQ67271,0,0,0,0,0
QIQ66461,0,0,0,0,0
QIQ62188,1,1,1,0,1
QIO03667,0,0,0,0,0
QIO03666,0,0,0,0,0
QIG66606,0,0,0,0,0
QHZ59561,0,0,0,0,0
QHR76501,1,1,1,1,1
QHR75401,0,0,0,0,0
QHR75252,0,0,0,0,0
QHR74422,0,0,0,0,0
QHR74336,0,0,0,0,0
QHR74215,0,0,0,0,0
QHR74070,0,0,0,0,0
QHR73592,0,0,1,0,0
QHR73147,0,0,1,0,0
QHR72895,0,0,0,0,0
QHR72770,1,1,1,1,1
QHR72445,1,1,1,1,1
QHR72213,0,0,0,0,0
QHR71790,0,0,0,0,0
QHR71789,0,0,0,0,0
QHR71381,0,0,0,0,0
QHR71220,0,0,1,0,0
QHR71028,0,0,0,0,0
QHR70858,0,0,0,0,0
QHR70763,1,1,1,1,1
QHR70291,0,0,0,0,0
QHR70109,0,0,0,0,0
QHR69800,0,0,0,0,0
QHR69172,0,0,1,0,0
QHR68918,0,0,1,0,0
QHR68694,0,0,1,0,0
QHR68275,1,1,1,1,1
QHR68046,0,0,0,0,0
QHR67945,0,0,0,0,0
QHR67702,0,0,0,0,0
QHR67471,0,0,0,0,0
QHR67291,0,0,0,0,0
QHR67142,1,1,1,1,1
QHR66735,0,0,1,0,0
QHR66657,0,0,0,0,0
QHR66503,0,0,1,0,0
QHR65091,0,0,0,0,0
QHR64744,0,0,0,0,0
QHR63892,1,1,1,1,1
QHR63637,1,1,1,1,1
QQV93508,0,0,0,0,0
QQV88076,0,0,0,0,0
QQV93119,0,0,0,0,0
QQV91748,0,0,0,0,0
QQV91697,0,0,0,0,0
QQV89199,0,0,0,0,0
